size,1,4,8
64,[0.02885, 0.028656, 0.028755],[0.988295, 0.984317, 0.987879],[4.68198, 4.74082, 4.39941]
128,[0.153415, 0.153295, 0.153011],[4.39903, 4.33374, 4.36127],[35.9022, 35.5334, 35.5021]
